ID,Company Id,Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares
G3285,G006,IGN,ISHARES TR,CMN,464287531,4505,0,65178
G2541,G006,ESLT.TA,ELBIT SYS LTD,CMN,M3760D101,10693,0,65189
G4889,G006,BRW,SABA CAPITAL INCOME & OPRNT,CMN,78518H202,496,0,65274
G5646,G006,APPH,APPHARVEST INC,CMN,03783T103,37,0,65293
G5711,G006,IGC,INDIA GLOBALIZATION CAP INC,CMN,45408X308,20,0,65493
G5872,G006,NA-305,ARBOR RAPHA CAP BIOHLDS CORP,WTS,03881F112,2,0,65585
G2079,G006,BIIB,BIOGEN INC,CMN,09062X103,18165,0,65600
G5327,G006,XYF,X FINL,CMN,98372W202,198,0,65600
G5779,G006,GDNRW,GARDINER HEALTHCARE ACQTS CO,WTS,365506112,8,0,65643
G3657,G006,CUTR,CUTERA INC,CMN,232109108,2905,0,65696
G4709,G006,TWOA,TWO,CMN,G9152V101,662,0,65797
G5924,G006,TBSAW,TB SA ACQUISITION CORP,WTS,G8657L121,0,0,65825
G4692,G006,ATRO,ASTRONICS CORP,CMN,46433108,678,0,65828
G4482,G006,DGICA,DONEGAL GROUP INC,CMN,257701201,937,0,66002
G5602,G006,SSKN,STRATA SKIN SCIENCES INC,CMN,86272A206,52,0,66026
G3630,G006,HAYN,HAYNES INTL INC,CMN,420877201,3018,0,66057
G3702,G006,DON,WISDOMTREE TR,CMN,97717W505,2727,0,66290
G3778,G006,UAL,UNITED AIRLS HLDGS INC,CMN,910047109,2499,0,66300
G5570,G006,NA-243,HEXO CORP,CMN,428304406,66,0,66311
G3931,G006,FSMD,FIDELITY COVINGTON TRUST,CMN,316092527,2081,0,66451
G3023,G006,NNI,NELNET INC,CMN,64031N108,6032,0,66476
G2502,G006,XSD,SPDR SER TR,CMN,78464A862,11143,0,66636
G5851,G006,DNZ/WS,D AND Z MEDIA ACQUISITION CO,WTS,23305Q114,3,0,66671
G5670,G006,DOMA,DOMA HOLDINGS INC,CMN,25703A104,30,0,66801
G4031,G006,IDV,ISHARES TR,CMN,464288448,1816,0,66889
G3748,G006,ARKW,ARK ETF TR,CMN,00214Q401,2584,0,67040
G5609,G006,CDTX,CIDARA THERAPEUTICS INC,CMN,171757107,50,0,67097
G4694,G006,AAC,ARES ACQUISITION CORPORATION,CMN,G33032106,676,0,67175
G4479,G006,LQDT,LIQUIDITY SVCS INC,CMN,53635B107,945,0,67275
G3600,G006,BSX,BOSTON SCIENTIFIC CORP,CMN,101137107,3113,0,67300
G3390,G006,GSBC,GREAT SOUTHN BANCORP INC,CMN,390905107,4009,0,67406
G4914,G006,CNTY,CENTURY CASINOS INC,CMN,156492100,475,0,67647
G4418,G006,EUM,PROSHARES TR,CMN,74347R396,1034,0,67671
G5306,G006,GLYC,GLYCOMIMETICS INC,CMN,38000Q102,205,0,67671
G4632,G006,RC,READY CAPITAL CORP,CMN,75574U101,754,0,67688
G4747,G006,STOK,STOKE THERAPEUTICS INC,CMN,86150R107,626,0,67862
G4916,G006,DADA,DADA NEXUS LTD,CMN,23344D108,473,0,67897
G1851,G006,CHTR,CHARTER COMMUNICATIONS INC N,CMN,16119P108,23024,0,67900
G4734,G006,PSP,INVESCO EXCHANGE TRADED FD T,CMN,46137V589,641,0,67945
G4807,G006,ONTF,ON24 INC,CMN,68339B104,586,0,67949
G4094,G006,FCG,FIRST TR EXCHANGE-TRADED FD,CMN,33733E807,1667,0,68020
G4639,G006,DH,DEFINITIVE HEALTHCARE CORP,CMN,2.45E+107,748,0,68086
G5002,G006,BBCP,CONCRETE PUMPING HLDGS INC,CMN,206704108,398,0,68179
G5960,G006,KAIRW,KAIROS ACQUISITION CORP,WTS,G52110106,0,0,68221
G5859,G006,NA-301,KNIGHTSWAN ACQUISITION CORP,WTS,499103117,3,0,68300
G4673,G006,AXAC,AXIOS SUSTAINABLE GRW ACQ CO,CMN,G0703K108,703,0,68308
G2232,G006,49BA.SG,BEIGENE LTD,CMN,07725L102,15030,0,68341
G4955,G006,LFCR,LIFECORE BIOMEDICAL INC,CMN,514766104,443,0,68378
G3997,G006,FTXN,FIRST TR EXCHANGE-TRADED FD,CMN,33738R845,1915,0,68505
G2293,G006,LAD,LITHIA MTRS INC,CMN,536797103,14052,0,68636
G3890,G006,PAM,PAMPA ENERGIA S A,CMN,697660207,2193,0,68684
G3444,G006,ICF,ISHARES TR,CMN,464287564,3771,0,68764
G5952,G006,KAIIW,KISMET ACQUISITION TWO CORP,WTS,G52807115,0,0,68806
G3832,G006,MMI,MARCUS & MILLICHAP INC,CMN,566324109,2372,0,68863
G4756,G006,EGAN,EGAIN CORP,CMN,28225C806,622,0,68891
G4963,G006,STKS,THE ONE GROUP HOSPITALITY IN,CMN,88338K103,435,0,69151
G5338,G006,CASA,CASA SYS INC,CMN,14713L102,188,0,69193
G1842,G006,SPGI,S&P GLOBAL INC,CMN,78409V104,23177,0,69200
G1483,G006,CHE,CHEMED CORP NEW,CMN,16359R103,35353,0,69263
G5846,G006,EVOJW,EVO ACQUISITION CORP,WTS,30052G116,3,0,69328
G5668,G006,XOS,XOS INC,CMN,98423B108,30,0,69394
G5647,G006,HYMC,HYCROFT MINING HOLDING CORP,CMN,44862P109,36,0,69408
G5727,G006,DRTSW,ALPHA TAU MEDICAL LTD,WTS,M0740A116,17,0,69409
G4687,G006,DGNU,DRAGONEER GROWTH OPT CORP II,CMN,G28315102,686,0,69603
G4045,G006,CEVA,CEVA INC,CMN,157210105,1782,0,69667
G4028,G006,HEWJ,ISHARES TR,CMN,46434V886,1822,0,69681
G5072,G006,RLGT,RADIANT LOGISTICS INC,CMN,75025X100,354,0,69734
G4978,G006,VYGR,VOYAGER THERAPEUTICS INC,CMN,92915B106,425,0,69746
G3899,G006,AR,ANTERO RESOURCES CORP,CMN,03674X106,2169,0,70000
G2736,G006,EA,ELECTRONIC ARTS INC,CMN,285512109,8552,0,70000
G2259,G006,UNP,UNION PAC CORP,CMN,907818108,14494,0,70000
G5880,G006,VIEWW,VIEW INC,WTS,92671V114,2,0,70000
G4876,G006,TNGX,TANGO THERAPEUTICS INC,CMN,87583X109,507,0,70034
G4546,G006,NGMS,NEOGAMES S A,CMN,L6673X107,854,0,70083
G5046,G006,MITT,AG MTG INVT TR INC,CMN,1228501,372,0,70122
G5215,G006,DTC,SOLO BRANDS INC,CMN,83425V104,261,0,70211
G4049,G006,ACDC,PROFRAC HLDG CORP,CMN,74319N100,1773,0,70369
G5222,G006,CMAX,CAREMAX INC,CMN,14171W103,257,0,70466
G4658,G006,SMR,NUSCALE PWR CORP,CMN,67079K100,723,0,70500
G5153,G006,NTCO,NATURA &CO HLDG S A,CMN,63884N108,305,0,70513
G4077,G006,ACT,ENACT HLDGS INC,CMN,2.92E+113,1701,0,70555
G3065,G006,SPXE,PROSHARES TR,CMN,74347B581,5711,0,70645
G2161,G006,HII,HUNTINGTON INGALLS INDS INC,CMN,446413106,16322,0,70758
G3371,G006,SKYY,FIRST TR EXCHANGE TRADED FD,CMN,33734X192,4078,0,70798
G3827,G006,PRAA,PRA GROUP INC,CMN,69354N106,2391,0,70805
G5435,G006,NAUT,NAUTILUS BIOTECHNOLOGY INC,CMN,63909J108,127,0,70815
G3799,G006,LAZ,LAZARD LTD,CMN,G54050102,2455,0,70821
G4145,G006,ZUMZ,ZUMIEZ INC,CMN,989817101,1541,0,70914
G2827,G006,TLH,ISHARES TR,CMN,464288653,7695,0,71140
G4669,G006,SOI,SOLARIS OILFIELD INFRASTRUCT,CMN,83418M103,706,0,71177
G3796,G006,SNPE,DBX ETF TR,CMN,233051143,2462,0,71263
G5364,G006,BIRD,ALLBIRDS INC,CMN,01675A109,172,0,71298
G5282,G006,KODK,EASTMAN KODAK CO,CMN,277461406,217,0,71457
G2727,G006,IWY,ISHARES TR,CMN,464289438,8634,0,71638
G2597,G006,MSTR,MICROSTRATEGY INC,CMN,594972408,10143,0,71647
G3205,G006,OKTA,OKTA INC,CMN,679295105,4899,0,71700
G4659,G006,PANA,PANACEA ACQUISITION CORP II,CMN,G6882C106,720,0,71700
G3913,G006,FIVG,ETF SER SOLUTIONS,CMN,26922A289,2142,0,71711
G4495,G006,IVR,INVESCO MORTGAGE CAPITAL INC,CMN,46131B704,913,0,71753
G3969,G006,HMST,HOMESTREET INC,CMN,43785V102,1981,0,71840
G5470,G006,GORO,GOLD RESOURCE CORP,CMN,38068T105,109,0,71879
G4425,G006,ARKF,ARK ETF TR,CMN,00214Q708,1025,0,71880
G4662,G006,AXGN,AXOGEN INC,CMN,05463X106,717,0,71895
G4645,G006,NA-166,VISION SENSING ACQUISITION C,CMN,92838J103,742,0,71958
G4959,G006,KNTE,KINNATE BIOPHARMA INC,CMN,49705R105,439,0,72038
G3830,G006,SPEM,SPDR INDEX SHS FDS,CMN,78463X509,2378,0,72154
G5648,G006,ARQQW,ARQIT QUANTUM INC,WTS,G0567U119,36,0,72319
G3654,G006,ANIP,ANI PHARMACEUTICALS INC,CMN,00182C103,2912,0,72386
G4533,G006,CRGY,CRESCENT ENERGY COMPANY,CMN,44952J104,868,0,72418
G3770,G006,SMP,STANDARD MTR PRODS INC,CMN,853666105,2522,0,72473
G3061,G006,HUBG,HUB GROUP INC,CMN,443320106,5769,0,72578
G3306,G006,PATK,PATRICK INDS INC,CMN,703343103,4416,0,72876
G4174,G006,CDRE,CADRE HLDGS INC,CMN,12763L105,1467,0,72879
G4857,G006,SEAT,VIVID SEATS INC,CMN,92854T100,532,0,72950
G4497,G006,VIGL,VIGIL NEUROSCIENCE INC,CMN,92673K108,912,0,73011
G5842,G006,NVSAW,NEW VISTA ACQUISITION CORP,WTS,G6529L121,4,0,73013
G4636,G006,NABL,N-ABLE INC,CMN,62878D100,750,0,73042
G4117,G006,LOVE,LOVESAC COMPANY,CMN,54738L109,1611,0,73233
G4387,G006,VITL,VITAL FARMS INC,CMN,92847W103,1093,0,73271
G2873,G006,AIN,ALBANY INTL CORP,CMN,12348108,7225,0,73293
G4834,G006,FLL,FULL HSE RESORTS INC,CMN,359678109,553,0,73548
G5677,G006,CTOS/WS,CUSTOM TRUCK ONE SOURCE INC,WTS,23204X111,28,0,73720
G2853,G006,FISV,FISERV INC,CMN,337738108,7458,0,73800
G2450,G006,WDFC,WD 40 CO,CMN,929236107,11897,0,73802
G5499,G006,SKIL,SKILLSOFT CORP,CMN,83066P200,96,0,74000
G4243,G006,CTO,CTO RLTY GROWTH INC NEW,CMN,22948Q101,1352,0,74001
G4566,G006,PHAT,PHATHOM PHARMACEUTICALS INC,CMN,71722W107,830,0,74012
G3314,G006,OTTR,OTTER TAIL CORP,CMN,689648103,4348,0,74063
G2074,G006,DG,DOLLAR GEN CORP NEW,CMN,256677105,18271,0,74200
G3530,G006,VMBS,VANGUARD SCOTTSDALE FDS,CMN,92206C771,3381,0,74276
G4206,G006,BCML,BAYCOM CORP,CMN,07272M107,1415,0,74598
G1849,G006,BRK-B,BERKSHIRE HATHAWAY INC DEL,CMN,84670702,23043,0,74600
G2980,G006,AVAV,AEROVIRONMENT INC,CMN,8073108,6404,0,74771
G4621,G006,CXAC,C5 ACQUISITION CORPORATION,CMN,12530D105,762,0,74800
G3101,G006,SXT,SENSIENT TECHNOLOGIES CORP,CMN,81725T100,5457,0,74846
G4024,G006,FHN,FIRST HORIZON CORPORATION,CMN,320517105,1835,0,74900
G1388,G006,UNH,UNITEDHEALTH GROUP INC,CMN,91324P102,39763,0,75000
G5209,G006,NVTS,NAVITAS SEMICONDUCTOR CORP,CMN,63942X106,263,0,75112
G3505,G006,ISTB,ISHARES TR,CMN,46432F859,3497,0,75321
G3490,G006,IAT,ISHARES TR,CMN,464288778,3590,0,75370
G3825,G006,URNM,SPROTT FDS TR,CMN,85208P303,2393,0,75425
G3076,G006,FTCS,FIRST TR EXCHANGE-TRADED FD,CMN,3.37E+108,5658,0,75494
G2390,G006,WDAY,WORKDAY INC,CMN,98138H101,12633,0,75500
G4508,G006,SSYS,STRATASYS LTD,CMN,M85548101,896,0,75595
G3152,G006,ITGR,INTEGER HLDGS CORP,CMN,45826H109,5182,0,75706
G5821,G006,NA-296,AXIOS SUSTAINABLE GRW ACQ CO,RTS,G0703K124,5,0,75808
G5871,G006,NA-304,AXIOS SUSTAINABLE GRW ACQ CO,WTS,G0703K116,2,0,75808
G5600,G006,LTCH,LATCH INC,CMN,51818V106,53,0,76038
G2935,G006,DHI,D R HORTON INC,CMN,23331A109,6783,0,76100
G4618,G006,NBST,NEWBURY STREET ACQUISITN COR,CMN,65101L104,763,0,76231
G1791,G006,LIN,LINDE PLC,CMN,G5494J103,24887,0,76300
G3476,G006,NWN,NORTHWEST NAT HLDG CO,CMN,66765N105,3636,0,76408
G4468,G006,SEA.TO,SEABRIDGE GOLD INC,CMN,811916105,961,0,76441
G5123,G006,PBYI,PUMA BIOTECHNOLOGY INC,CMN,74587V107,323,0,76451
G4204,G006,SPNS,SAPIENS INTL CORP N V,CMN,G7T16G103,1417,0,76725
G3977,G006,PRLB,PROTO LABS INC,CMN,743713109,1961,0,76848
G3932,G006,FTXG,FIRST TR EXCHANGE-TRADED FD,CMN,33738R852,2080,0,76902
G5543,G006,MAPS,WM TECHNOLOGY INC,CMN,92971A109,77,0,76904
G4796,G006,LIND,LINDBLAD EXPEDITIONS HLDGS I,CMN,535219109,592,0,76927
G5514,G006,GRNA,GREENLIGHT BIOSCIENCS HLDS P,CMN,39536G105,90,0,77078
G3200,G006,SPLV,INVESCO EXCH TRADED FD TR II,CMN,46138E354,4925,0,77079
G3673,G006,SCHK,SCHWAB STRATEGIC TR,CMN,808524722,2847,0,77117
G1766,G006,RE,EVEREST RE GROUP LTD,CMN,G3223R108,25606,0,77298
G4308,G006,SNCY,SUN CTRY AIRLS HLDGS INC,CMN,866683105,1228,0,77428
G3674,G006,DGII,DIGI INTL INC,CMN,253798102,2831,0,77456
G4896,G006,CTOS,CUSTOM TRUCK ONE SOURCE INC,CMN,23204X103,489,0,77501
G4261,G006,SD,SANDRIDGE ENERGY INC,CMN,80007P869,1319,0,77508
G2330,G006,VV,VANGUARD INDEX FDS,CMN,922908637,13510,0,77558
G4594,G006,TOAC,TALON 1 ACQUISITION CORP,CMN,G86656108,803,0,77601
G4267,G006,SPXU,PROSHARES TR,CMN,74347B110,1309,0,77652
G5669,G006,MBIO,MUSTANG BIO INC,CMN,62818Q104,30,0,77819
G4298,G006,ASLE,AERSALE CORPORATION,CMN,00810F106,1262,0,77831
G5818,G006,CORZQ,CORE SCIENTIFIC INC,CMN,21873J108,5,0,77889
G5606,G006,NA-250,GETAROUND INC,CMN,37427G101,50,0,78014
G4599,G006,NA-162,LIBERTY RES ACQUISITION CORP,CMN,53118A105,796,0,78036
G5516,G006,MKFG,MARKFORGED HOLDING CORPORATI,CMN,57064N102,90,0,78116
G5518,G006,SELB,SELECTA BIOSCIENCES INC,CMN,816212104,88,0,78140
G4577,G006,BNFT,BENEFITFOCUS INC,CMN,08180D106,819,0,78328
G3172,G006,CNS,COHEN & STEERS INC,CMN,19247A100,5059,0,78375
G4901,G006,VTNR,VERTEX ENERGY INC,CMN,92534K107,486,0,78400
G4086,G006,JAMF,JAMF HLDG CORP,CMN,47074L105,1677,0,78734
G5854,G006,ANAC/WS,ARCTOS NORTHSTAR ACQUIS CORP,WTS,G0477L126,3,0,78750
G3978,G006,SHYF,SHYFT GROUP INC,CMN,825698103,1960,0,78874
G3437,G006,ECPG,ENCORE CAP GROUP INC,CMN,292554102,3793,0,79131
G2219,G006,NICE,NICE LTD,CMN,653656108,15266,0,79390
G4458,G006,CINC,CINCOR PHARMA INC,CMN,17240Y109,976,0,79450
G4003,G006,UTF,COHEN & STEERS INFRASTRUCTUR,CMN,19248A109,1906,0,79486
G4513,G006,GDYN,GRID DYNAMICS HLDGS INC,CMN,39813G109,891,0,79493
G5849,G006,PMGMW,PRIVETERRA ACQUISITION CORP,WTS,74275N110,3,0,79526
G4586,G006,CREC,CRESCERA CAP ACQUISITION COR,CMN,G26507106,813,0,79553
G4531,G006,GEO,GEO GROUP INC NEW,CMN,36162J106,871,0,79600
G2947,G006,SAFT,SAFETY INS GROUP INC,CMN,78648T100,6710,0,79643
G3449,G006,NEM,NEWMONT CORP,CMN,651639106,3761,0,79700
G3633,G006,CLW,CLEARWATER PAPER CORP,CMN,18538R103,3013,0,79703
G4637,G006,VKTX,VIKING THERAPEUTICS INC,CMN,92686J106,749,0,79720
G4877,G006,ASTL,ALGOMA STL GROUP INC,CMN,15658107,506,0,79895
G2961,G006,SUSA,ISHARES TR,CMN,464288802,6580,0,79934
G3116,G006,BL,BLACKLINE INC,CMN,09239B109,5381,0,80000
G3970,G006,EWG,ISHARES INC,CMN,464286806,1978,0,80000
G3910,G006,HPQ,HP INC,CMN,40434L105,2149,0,80000
G3189,G006,LOGN.SW,LOGITECH INTL S A,CMN,H50430232,4980,0,80000
G5879,G006,CSTA/WS,CONSTELLATION ACQUISITN CORP,WTS,G2R18K113,2,0,80017
G3803,G006,TX,TERNIUM SA,CMN,880890108,2447,0,80084
G3917,G006,AVID,AVID TECHNOLOGY INC,CMN,05367P100,2129,0,80098
G4189,G006,FLIC,FIRST LONG IS CORP,CMN,320734106,1447,0,80404
G3268,G006,CSGS,CSG SYS INTL INC,CMN,126349109,4600,0,80432
G4351,G006,TFSL,TFS FINL CORP,CMN,87240R107,1159,0,80470
G5227,G006,SES,SES AI CORPORATION,CMN,78397Q109,253,0,80530
G3829,G006,BCYC,BICYCLE THERAPEUTICS PLC,CMN,88786108,2384,0,80553
G5148,G006,RMNI,RIMINI STR INC DEL,CMN,76674Q107,306,0,80553
G3883,G006,IIIN,INSTEEL INDS INC,CMN,45774W108,2217,0,80577
G2256,G006,PEP,PEPSICO INC,CMN,713448108,14561,0,80600
G4589,G006,FTPA,FTAC PARNASSUS ACQUISITN COR,CMN,30319B108,811,0,80920
G3417,G006,SLQD,ISHARES TR,CMN,46434V100,3885,0,81191
G2774,G006,PII,POLARIS INC,CMN,731068102,8201,0,81200
G3754,G006,VSAT,VIASAT INC,CMN,92552V100,2571,0,81257
G4125,G006,PARAA,PARAMOUNT GLOBAL,CMN,92556H107,1593,0,81273
G3924,G006,MCFT,MASTERCRAFT BOAT HLDGS INC,CMN,57637H103,2105,0,81394
G4165,G006,LAND,GLADSTONE LD CORP,CMN,376549101,1494,0,81466
G4786,G006,NNOX,NANO X IMAGING LTD,CMN,M70700105,602,0,81576
G3986,G006,RLJ-A,RLJ LODGING TR,CMN,74965L200,1943,0,81709
G5411,G006,BNED,BARNES & NOBLE ED INC,CMN,06777U101,142,0,81713
G3726,G006,MOV,MOVADO GROUP INC,CMN,624580106,2636,0,81745
G5169,G006,OABI,OMNIAB INC,CMN,68218J103,294,0,81780
G4374,G006,OOMA,OOMA INC,CMN,683416101,1117,0,82045
G5495,G006,DTIL,PRECISION BIOSCIENCES INC,CMN,74019P108,98,0,82474
G4181,G006,CSTR,CAPSTAR FINL HLDGS INC,CMN,14070T102,1459,0,82623
G4252,G006,MAXN,MAXEON SOLAR TECHNOLOGIES LT,CMN,Y58473102,1331,0,82913
G1202,G006,FICO,FAIR ISAAC CORP,CMN,303250104,49673,0,82986
G5358,G006,ABSI,ABSCI CORPORATION,CMN,9.10E+110,174,0,83030
G2598,G006,MNDY,MONDAY COM LTD,CMN,M7S64H106,10134,0,83071
G5808,G006,CFIVW,CF ACQUISITION CORP IV,WTS,12520T110,6,0,83333
G3428,G006,ROCK,GIBRALTAR INDS INC,CMN,374689107,3826,0,83401
G2695,G006,IJT,ISHARES TR,CMN,464287887,9050,0,83749
G4385,G006,9CI0.F,COSAN S A,CMN,22113B103,1094,0,83781
G5150,G006,VUZI,VUZIX CORP,CMN,92921W300,306,0,84133
G4543,G006,DCRD,DECARBONIZATION PLUS ACQUISI,CMN,G2773W103,859,0,84172
G3303,G006,SSTK,SHUTTERSTOCK INC,CMN,825690100,4444,0,84300
G3304,G006,SSTK,SHUTTERSTOCK INC,CMN,825690100,4444,0,84300
G2355,G006,NBR,NABORS INDUSTRIES LTD,CMN,G6359F137,13066,0,84370
G4404,G006,TIGO,MILLICOM INTL CELLULAR S A,CMN,L6388F110,1066,0,84411
G3905,G006,BCOR,BLUCORA INC,CMN,95229100,2156,0,84469
G3298,G006,UVV,UNIVERSAL CORP VA,CMN,913456109,4460,0,84471
G4823,G006,DXLG,DESTINATION XL GROUP INC,CMN,25065K104,570,0,84527
G3579,G006,USMF,WISDOMTREE TR,CMN,97717Y857,3179,0,84568
G2579,G006,BCPC,BALCHEM CORP,CMN,57665200,10351,0,84769
G4020,G006,AVD,AMERICAN VANGUARD CORP,CMN,30371108,1841,0,84804
G2283,G006,KWR,QUAKER HOUGHTON,CMN,747316107,14175,0,84934
G5304,G006,GERN,GERON CORP,CMN,374163103,205,0,85000
G4412,G006,PLUG,PLUG POWER INC,CMN,72919P202,1051,0,85000
G4034,G006,BSRR,SIERRA BANCORP,CMN,82620P102,1806,0,85073
G4856,G006,CBAY,CYMABAY THERAPEUTICS INC,CMN,23257D103,534,0,85214
G4544,G006,MSAC,MEDICUS SCIENCES ACQUISITION,CMN,G5960S108,858,0,85291
G4540,G006,CSTA/U,CONSTELLATION ACQUISITN CORP,UNT,G2R18K121,861,0,85304
G4529,G006,ALSA,ALPHA STAR ACQUISITION CORP,CMN,G0230C108,874,0,85399
G3866,G006,BJRI,BJS RESTAURANTS INC,CMN,09180C106,2253,0,85443
G3155,G006,FXZ,FIRST TR EXCHANGE TRADED FD,CMN,33734X168,5178,0,85473
G3976,G006,AMK,ASSETMARK FINL HLDGS INC,CMN,04546L106,1966,0,85520
G3474,G006,SPMD,SPDR SER TR,CMN,78464A847,3639,0,85644
G4538,G006,CLAA,COLONNADE ACQUISITION CORP I,CMN,G2284B101,862,0,85653
G4334,G006,PSFE,PAYSAFE LIMITED,CMN,G6964L206,1189,0,85657
G658,G006,CMG,CHIPOTLE MEXICAN GRILL INC,CMN,169656105,119020,0,85781
G4409,G006,BYND,BEYOND MEAT INC,CMN,8.86E+112,1057,0,85900
G5889,G006,TZPSW,TZP STRATEGIES ACQUISTN CORP,WTS,G91595119,2,0,86147
G4634,G006,IMTX,IMMATICS N.V,CMN,N44445109,751,0,86327
G2692,G006,FWRD,FORWARD AIR CORP,CMN,349853101,9070,0,86475
G5044,G006,LWLG,LIGHTWAVE LOGIC INC,CMN,532275104,372,0,86492
G2978,G006,SLYV,SPDR SER TR,CMN,78464A300,6424,0,86559
G5335,G006,MNMD,MIND MEDICINE MINDMED INC,CMN,60255C885,191,0,86861
G4668,G006,GLRE,GREENLIGHT CAPITAL RE LTD,CMN,G4095J109,707,0,86871
G3122,G006,VGLT,VANGUARD SCOTTSDALE FDS,CMN,92206C847,5356,0,86927
G5517,G006,EXPR,EXPRESS INC,CMN,3.02E+107,88,0,86938
G3920,G006,VVI,VIAD CORP,CMN,92552R406,2120,0,86955
G3828,G006,UFCS,UNITED FIRE GROUP INC,CMN,910340108,2384,0,87170
G5026,G006,TTSH,TILE SHOP HLDGS INC,CMN,88677Q109,382,0,87256
G4998,G006,III,INFORMATION SVCS GROUP INC,CMN,45675Y104,401,0,87363
G2655,G006,PI,IMPINJ INC,CMN,453204109,9543,0,87414
G2108,G006,VBK,VANGUARD INDEX FDS,CMN,922908595,17532,0,87428
G2062,G006,AMT,AMERICAN TOWER CORP NEW,CMN,03027X100,18537,0,87500
G4512,G006,UTAA,UTA ACQUISITION CORPORATION,CMN,G9473A109,894,0,87569
G4624,G006,FREY,FREYR BATTERY,CMN,L4135L100,760,0,87600
G4502,G006,WNNR,ANDRETTI ACQUISITION CORP,CMN,G26735103,905,0,87718
G3070,G006,DIN,DINE BRANDS GLOBAL INC,CMN,254423106,5681,0,87942
G5277,G006,ACER,ACER THERAPEUTICS INC,CMN,00444P108,220,0,87998
G4515,G006,POW,POWERED BRANDS,CMN,G7209M108,888,0,88006
G3540,G006,ASIX,ADVANSIX INC,CMN,00773T101,3347,0,88052
G3491,G006,ROKU,ROKU INC,CMN,77543R102,3585,0,88100
G3946,G006,COLL,COLLEGIUM PHARMACEUTICAL INC,CMN,19459J104,2045,0,88188
G4462,G006,PNTG,PENNANT GROUP INC,CMN,7.08E+113,969,0,88337
G3379,G006,CASS,CASS INFORMATION SYS INC,CMN,14808P109,4050,0,88396
G3857,G006,SNBR,SLEEP NUMBER CORP,CMN,83125X103,2297,0,88452
G3473,G006,NA-113,OCCIDENTAL PETE CORP,WTS,674599162,3648,0,88499
G4116,G006,CODI,COMPASS DIVERSIFIED,CMN,20451Q104,1613,0,88517
G2995,G006,NEP,NEXTERA ENERGY PARTNERS LP,CMN,65341B106,6245,0,89100
G1554,G006,LLY,LILLY ELI & CO,CMN,532457108,32632,0,89200
G5356,G006,PSNL,PERSONALIS INC,CMN,71535D106,176,0,89226
G2781,G006,JBT,JOHN BEAN TECHNOLOGIES CORP,CMN,477839104,8149,0,89232
G3699,G006,SCHN,SCHNITZER STEEL INDS INC,CMN,806882106,2740,0,89421
G5594,G006,ML,MONEYLION INC,CMN,60938K106,55,0,89441
G2349,G006,AMR,ALPHA METALLURGICAL RESOUR I,CMN,20764106,13126,0,89671
G5803,G006,NA-290,RCF ACQUISITION CORP,WTS,G7330C110,6,0,89784
G2743,G006,CLFD,CLEARFIELD INC,CMN,18482P103,8454,0,89805
G5010,G006,AXTI,AXT INC,CMN,00246W103,393,0,89875
G5523,G006,SPIR,SPIRE GLOBAL INC,CMN,848560108,86,0,89963
G3246,G006,AEM,AGNICO EAGLE MINES LTD,CMN,8474108,4679,0,90000
G3642,G006,FITB,FIFTH THIRD BANCORP,CMN,316773100,2952,0,90000
G3115,G006,PWB,INVESCO EXCHANGE TRADED FD T,CMN,46137V746,5381,0,90089
G5641,G006,ASTR,ASTRA SPACE INC,CMN,04634X103,39,0,90107
G3391,G006,APOG,APOGEE ENTERPRISES INC,CMN,37598109,4008,0,90160
G1874,G006,ERIE,ERIE INDTY CO,CMN,29530P102,22451,0,90267
G5140,G006,TIGR,UP FINTECH HLDG LTD,CMN,91531W106,308,0,90337
G4985,G006,ORGN,ORIGIN MATERIALS INC,CMN,68622D106,417,0,90471
G1655,G006,VGT,VANGUARD WORLD FDS,CMN,92204A702,28900,0,90481
G4492,G006,PICC,PIVOTAL INVESTMENT CORP III,CMN,72582M106,916,0,90550
G2174,G006,KAI,KADANT INC,CMN,48282T104,16096,0,90620
G2800,G006,BANF,BANCFIRST CORP,CMN,05945F103,7994,0,90665
G5117,G006,BLDE,BLADE AIR MOBILITY INC,CMN,92667104,325,0,90822
G3927,G006,RDVT,RED VIOLET INC,CMN,75704L104,2091,0,90871
G3907,G006,NX,QUANEX BLDG PRODS CORP,CMN,747619104,2154,0,90967
G4490,G006,SCOB,SCION TECH GROWTH II,CMN,G31070108,920,0,90979
G3860,G006,BRP,BRP GROUP INC,CMN,05589G102,2291,0,91151
G4266,G006,ARIS,ARIS WATER SOLUTIONS INC,CMN,04041L106,1314,0,91210
G3752,G006,IDT,IDT CORP,CMN,448947507,2578,0,91518
G5743,G006,ARVL,ARRIVAL,CMN,L0423Q108,14,0,91531
G3452,G006,SHYG,ISHARES TR,CMN,46434V407,3744,0,91577
G1700,G006,CACI,CACI INTL INC,CMN,127190304,27546,0,91643
G3947,G006,MYE,MYERS INDS INC,CMN,628464109,2041,0,91849
G2836,G006,EDV,VANGUARD WORLD FD,CMN,921910709,7626,0,92072
G4537,G006,SWI,SOLARWINDS CORP,CMN,83417Q204,864,0,92389
G3730,G006,HNI,HNI CORP,CMN,404251100,2629,0,92476
G2823,G006,EFG,ISHARES TR,CMN,464288885,7757,0,92613
G2007,G006,CHDN,CHURCHILL DOWNS INC,CMN,171484108,19644,0,92911
